,Species,Country.of.Origin,Altitude,altitude_mean_meters,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects
1303,Arabica,Honduras,1450 msnm,1450,Washed / Wet,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,69.33,0.1,0,0,4
1304,Arabica,Honduras,1450 msnm,1450,Washed / Wet,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,69.17,0.1,0,0,3
1305,Arabica,Honduras,1450 msnm,1450,Washed / Wet,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,69.17,0.1,0,0,4
1306,Arabica,Mexico,900,900,Washed / Wet,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,68.33,0.11,0,0,20
1307,Arabica,Haiti,~350m,350,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,67.92,0.14,8,0,16
1308,Arabica,Nicaragua,1100,1100,Other,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,63.08,0.13,1,0,5
1309,Arabica,Guatemala,4650,1417.32,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,59.83,0.1,0,0,4
1311,Robusta,Uganda,1488,1488,,7.83,8.08,7.75,7.92,8.25,7.92,10,10,8,8,83.75,0.12,0,0,2
1312,Robusta,India,3170,3170,Washed / Wet,8,7.75,7.92,8,7.92,7.92,10,10,8,8,83.5,0,0,0,2
1313,Robusta,India,1000m,1000,,7.92,7.83,7.92,8,7.83,7.92,10,10,7.83,8,83.25,0,0,0,0
1314,Robusta,Uganda,1212,1212,,8,7.92,7.92,7.75,7.83,7.75,10,10,7.75,8.08,83,0.12,0,0,7
1315,Robusta,Uganda,1200-1300,1250,,8.33,7.83,7.83,7.75,8.25,7.75,10,10,7.58,7.67,83,0.12,0,0,3
1316,Robusta,India,3000',3000,,8,7.92,7.67,8,7.75,7.92,10,10,7.75,7.75,82.75,0,0,0,0
1317,Robusta,India,750m,750,,7.67,7.75,7.83,7.83,7.92,7.75,10,10,8,7.83,82.58,0,0,0,0
1318,Robusta,India,3140,3140,Washed / Wet,7.67,7.75,7.83,7.67,7.92,7.83,10,10,7.92,7.92,82.5,0.1,0,0,0
1319,Robusta,India,1000,1000,Washed / Wet,7.67,7.75,7.58,7.83,7.83,8,10,10,7.92,7.92,82.5,0.09,0,0,0
1320,Robusta,Uganda,900-1300,1100,,7.67,7.83,7.83,7.83,7.92,7.75,10,10,7.75,7.83,82.42,0.12,0,0,6
1321,Robusta,Uganda,1095,1095,,7.58,7.92,7.75,7.83,7.5,7.67,10,10,7.67,7.83,81.75,0.12,0,0,1
1322,Robusta,India,1000,1000,Natural / Dry,7.67,7.83,7.75,7.5,7.75,7.58,10,10,7.75,7.75,81.58,0.11,0,0,0
1323,Robusta,India,750m,750,,7.58,7.58,7.67,7.58,7.67,7.67,10,10,7.5,8.33,81.58,0,0,0,1
1324,Robusta,Uganda,1367,1367,,8,7.75,7.75,7.58,7.67,7.5,10,10,7.58,7.67,81.5,0.11,0,0,7
1325,Robusta,Uganda,1488,1488,,8,7.67,7.75,7.5,7.67,7.58,10,10,7.58,7.75,81.5,0.12,0,0,2
1326,Robusta,India,1000m,1000,,7.75,7.75,7.67,7.67,7.58,7.58,10,10,7.58,7.83,81.42,0,0,0,0
1327,Robusta,India,750m,750,Natural / Dry,7.5,7.5,7.25,7.83,7.67,7.83,10,10,7.83,7.83,81.25,0.13,0,0,0
1328,Robusta,Uganda,1600,1600,,7.33,7.58,7.5,7.75,7.75,7.67,10,10,7.75,7.58,80.92,0.12,0,0,1
1329,Robusta,Uganda,1745,1745,,7.83,7.58,7.33,7.67,7.5,7.5,10,10,7.75,7.42,80.58,0.12,0,0,2
1330,Robusta,Uganda,1200,1200,,7.75,7.42,7.33,7.58,7.67,7.58,10,10,7.67,7.5,80.5,0.12,0,0,1
1331,Robusta,India,750m,750,,7.67,7.67,7.5,7.33,7.58,7.5,10,10,7.42,7.5,80.17,0,0,0,1
1332,Robusta,India,750m,750,Natural / Dry,7.58,7.42,7.42,7.83,7.42,7.5,10,10,7.42,7.58,80.17,0,0,0,0
1333,Robusta,United States,3000',3000,Natural / Dry,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10,7.58,7.33,79.33,0,0,0,0
1334,Robusta,Ecuador,,,,7.75,7.58,7.33,7.58,5.08,7.83,10,10,7.75,7.83,78.75,0,0,0,1
1335,Robusta,Ecuador,40,40,,7.5,7.67,7.75,7.75,5.17,5.25,10,10,8.42,8.58,78.08,0,0,0,0
1336,Robusta,United States,795 meters,795,Natural / Dry,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,7.17,77.17,0,0,0,6
1337,Robusta,India,,,Natural / Dry,7.42,6.83,6.75,7.17,7.25,7,9.33,9.33,7.08,6.92,75.08,0.1,20,0,1
1338,Robusta,Vietnam,,,Natural / Dry,6.75,6.67,6.5,6.83,6.92,6.83,9.33,9.33,6.67,7.92,73.75,0.12,63,0,9
